,LavatoryID,Description,City,Street,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,address,timings,opening_hour,closing_hour,opening_hours
228,Wall_123492,"Wall CT, Görlitzer Park, Zugang",Berlin,"Görlitzer Park, Zugang   (0-24 Uhr)",10999,Deutschland,"13,4321678831011","52,4990992941424",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Görlitzer Park, Zugang   ",0-24,0,24,0:00-24:00
229,Wall_123493,"Wall CT, Petersburger Platz, Straßmannstr.",Berlin,"Petersburger Platz, Straßmannstr. ggü. 21 (0-24 Uhr)",10249,Deutschland,"13,4499501599053","52,5220686957113",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Petersburger Platz, Straßmannstr. ggü. 21 ",0-24,0,24,0:00-24:00
230,Wall_123495,"Wall CT, Barnetstr.",Berlin,Barnetstr. ggü. 54 (0-24 Uhr),12305,Deutschland,"13,3961246058486","52,3969145123976",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Barnetstr. ggü. 54 ,0-24,0,24,0:00-24:00
231,Wall_123496,"Wall CT, Dominicusstr.",Berlin,Dominicusstr. 16-18 (0-24 Uhr),10825,Deutschland,"13,3467060287756","52,4824081883314",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Dominicusstr. 16-18 ,0-24,0,24,0:00-24:00
232,Wall_123497,"Wall CT, Warschauer Str.",Berlin,Warschauer Str. hinter 47-48 (0-24 Uhr),10243,Deutschland,"13,4469624913089","52,5033765935473",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Warschauer Str. hinter 47-48 ,0-24,0,24,0:00-24:00
233,Wall_123498,"Wall CT, Edinburger Str.",Berlin,Edinburger Str. 38 (0-24 Uhr),13349,Deutschland,"13,3483289012","52,5561112917",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Edinburger Str. 38 ,0-24,0,24,0:00-24:00
234,Wall_123499,"Wall CT, Kranoldplatz, Bendastr.",Berlin,"Kranoldplatz, Bendastr.   (0-24 Uhr)",12051,Deutschland,"13,4368558397","52,4661676648",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Kranoldplatz, Bendastr.   ",0-24,0,24,0:00-24:00
235,Wall_123500,"Wall CT, Möllendorffstr.",Berlin,Möllendorffstr.   (0-24 Uhr),10367,Deutschland,"13,4795858138","52,518999597",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Möllendorffstr.   ,0-24,0,24,0:00-24:00
236,Wall_123501,"Wall CT, Rennbahnstr.",Berlin,Rennbahnstr. ggü. 1-2 (0-24 Uhr),13086,Deutschland,"13,4658943730161","52,5571969543997",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Rennbahnstr. ggü. 1-2 ,0-24,0,24,0:00-24:00
237,Wall_123502,"Wall CT, Bosepark, Manteuffelstr.",Berlin,"Bosepark, Manteuffelstr. ggü. 9 (0-24 Uhr)",12103,Deutschland,"13,377623","52,463965",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Bosepark, Manteuffelstr. ggü. 9 ",0-24,0,24,0:00-24:00
238,Wall_123515,"Wall CT, Admiralbrücke, Planufer",Berlin,"Admiralbrücke, Planufer   (0-24 Uhr)",10967,Deutschland,"13,415129853272","52,4949136718795",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Admiralbrücke, Planufer   ",0-24,0,24,0:00-24:00
239,Wall_123524,"Wall CT, Freizeitpark Tegel an der Malche, Campestr. ",Berlin,"Freizeitpark Tegel an der Malche, Campestr.  hinter 11 (0-24 Uhr)",13507,Deutschland,"13,269153981268","52,5926752474714",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,"Freizeitpark Tegel an der Malche, Campestr.  hinter 11 ",0-24,0,24,0:00-24:00
240,Wall_123562,"Wall CT, Alt-Gatow",Berlin,Alt-Gatow hinter 65 (0-24 Uhr),14089,Deutschland,"13,1835823788549","52,4839311125327",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Alt-Gatow hinter 65 ,0-24,0,24,0:00-24:00
241,Wall_123563,"Wall CT, Heerstr.",Berlin,Heerstr. vor 229 (0-24 Uhr),13595,Deutschland,"13,1949459985581","52,5133486477395",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Heerstr. vor 229 ,0-24,0,24,0:00-24:00
242,Wall_123605,"Wall CT, Rummelsburger Str.",Berlin,Rummelsburger Str.   (0-24 Uhr),10315,Deutschland,"13,5042350654638","52,5024718651538",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Rummelsburger Str.   ,0-24,0,24,0:00-24:00
243,Wall_123608,"Wall CT, Roederplatz ",Berlin,Roederplatz    (0-24 Uhr),10367,Deutschland,"13,4805928464488","52,5273350766078",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Roederplatz    ,0-24,0,24,0:00-24:00
244,Wall_123610,"Wall CT, Waldowstr.",Berlin,Waldowstr. ggü. 31 (0-24 Uhr),13053,Deutschland,"13,4856132711725","52,5480862995809",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Waldowstr. ggü. 31 ,0-24,0,24,0:00-24:00
245,Wall_123757,"Wall CT, Niederneuendorfer Allee",Berlin,Niederneuendorfer Allee 11 (0-24 Uhr),13587,Deutschland,"13,2107808968145","52,5673817861734",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Niederneuendorfer Allee 11 ,0-24,0,24,0:00-24:00
246,Wall_123759,"Wall CT, Gärtnereiring",Berlin,Gärtnereiring ggü. 54 (0-24 Uhr),13593,Deutschland,"13,1464795858559","52,5237523272412",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Gärtnereiring ggü. 54 ,0-24,0,24,0:00-24:00
247,Wall_123777,"Wall CT, Swinemünder Str.",Berlin,Swinemünder Str. 34 (0-24 Uhr),13355,Deutschland,"13,3990246522732","52,5414239496499",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Swinemünder Str. 34 ,0-24,0,24,0:00-24:00
248,Wall_123792,"Wall CT, Schönleinstr.",Berlin,Schönleinstr. ggü. 8 (0-24 Uhr),10967,Deutschland,"13,4206793049899","52,4917661055929",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Schönleinstr. ggü. 8 ,0-24,0,24,0:00-24:00
249,Wall_123794,"Wall CT, Hermann-Dorner-Allee",Berlin,Hermann-Dorner-Allee   (0-24 Uhr),12487,Deutschland,"13,5201486064444","52,4339902002955",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Hermann-Dorner-Allee   ,0-24,0,24,0:00-24:00
250,Wall_123795,"Wall CT, Fasanerie",Berlin,Fasanerie 4-5 (0-24 Uhr),13469,Deutschland,"13,3647160616319","52,6074480821728",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Fasanerie 4-5 ,0-24,0,24,0:00-24:00
251,Wall_123817,"Wall CT, Alt-Buckow",Berlin,Alt-Buckow 25 (0-24 Uhr),12349,Deutschland,"13,4329282995192","52,4221482664283",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Alt-Buckow 25 ,0-24,0,24,0:00-24:00
252,Wall_123829,"Wall CT, Franz-Neumann-Platz, Pankower Allee",Berlin,"Franz-Neumann-Platz, Pankower Allee ggü. 1 (0-24 Uhr)",13409,Deutschland,"13,3648361228867","52,5636304223902",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,"Franz-Neumann-Platz, Pankower Allee ggü. 1 ",0-24,0,24,0:00-24:00
253,Wall_123871,"Wall CT, Nettelbeckplatz, Gerichtstr.",Berlin,"Nettelbeckplatz, Gerichtstr. 31 (0-24 Uhr)",13347,Deutschland,"13,3685793952837","52,5448781562188",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Nettelbeckplatz, Gerichtstr. 31 ",0-24,0,24,0:00-24:00
254,Wall_123874,"Wall CT, Hansaplatz, Altonaer Str.",Berlin,"Hansaplatz, Altonaer Str. ggü. 20-22 (0-24 Uhr)",10557,Deutschland,"13,3405823087579","52,518103395511",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Hansaplatz, Altonaer Str. ggü. 20-22 ",0-24,0,24,0:00-24:00
255,Wall_123902,"Wall CT, Lietzenseepark, Kaiserdamm",Berlin,"Lietzenseepark, Kaiserdamm ggü. 8 (0-24 Uhr)",14057,Deutschland,"13,2909287253553","52,5102541197335",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,"Lietzenseepark, Kaiserdamm ggü. 8 ",0-24,0,24,0:00-24:00
256,Wall_123903,"Wall CT, Stuttgarter Platz",Berlin,Stuttgarter Platz ggü. 15 (0-24 Uhr),10627,Deutschland,"13,3015037506634","52,5051426657702",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Stuttgarter Platz ggü. 15 ,0-24,0,24,0:00-24:00
257,Wall_123922,"Wall CT, Warnitzer Str.",Berlin,Warnitzer Str. 6 (0-24 Uhr),13057,Deutschland,"13,5200846668422","52,5662451876929",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Warnitzer Str. 6 ,0-24,0,24,0:00-24:00
258,Wall_123923,"Wall CT, Sundgauer Str.",Berlin,Sundgauer Str. 109 (0-24 Uhr),14167,Deutschland,"13,2746496548478","52,4352336748842",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Sundgauer Str. 109 ,0-24,0,24,0:00-24:00
259,Wall_123924,"Wall CT, Onkel-Tom-Str.",Berlin,Onkel-Tom-Str. 95 (0-24 Uhr),14163,Deutschland,"13,2517663858419","52,4489334009141",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Onkel-Tom-Str. 95 ,0-24,0,24,0:00-24:00
260,Wall_123925,"Wall CT, Argentinische Allee",Berlin,Argentinische Allee hinter 253 (0-24 Uhr),14169,Deutschland,"13,269614775171","52,4509071806212",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Argentinische Allee hinter 253 ,0-24,0,24,0:00-24:00
261,Wall_123973,"Wall CT, An der Wuhle",Berlin,An der Wuhle ggü. 56 (0-24 Uhr),12621,Deutschland,"13,5667049289231","52,4868815190053",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,An der Wuhle ggü. 56 ,0-24,0,24,0:00-24:00
262,Wall_123974,"Wall CT, Köpenicker Str.",Berlin,Köpenicker Str. 259 A (0-24 Uhr),12683,Deutschland,"13,5595713172605","52,4793007169352",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Köpenicker Str. 259 A ,0-24,0,24,0:00-24:00
263,Wall_124023,"Wall CT, Weinbergspark, Veteranenstr.",Berlin,"Weinbergspark, Veteranenstr. ggü. 22 (0-24 Uhr)",10119,Deutschland,"13,4010517818427","52,5330296726165",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Weinbergspark, Veteranenstr. ggü. 22 ",0-24,0,24,0:00-24:00
264,Wall_124025,"Wall CT, Böcklerpark, Prinzenstr.",Berlin,"Böcklerpark, Prinzenstr. 1  (0-24 Uhr)",10969,Deutschland,"13,4067533804192","52,4967185513892",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Böcklerpark, Prinzenstr. 1  ",0-24,0,24,0:00-24:00
265,Wall_124026,"Wall CT, Lohmühleninsel, Lohmühlenstr.",Berlin,"Lohmühleninsel, Lohmühlenstr.   (0-24 Uhr)",10997,Deutschland,"13,4494981765747","52,4966697692871",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Lohmühleninsel, Lohmühlenstr.   ",0-24,0,24,0:00-24:00
266,Wall_124087,"Wall CT, Alt-Stralau, Tunnelstr.",Berlin,"Alt-Stralau, Tunnelstr. hinter 12 (0-24 Uhr)",10245,Deutschland,"13,4809014934618","52,4900209572925",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Alt-Stralau, Tunnelstr. hinter 12 ",0-24,0,24,0:00-24:00
267,Wall_124125,"Wall CT, Kienbergpark, Hellersdorfer Str.",Berlin,"Kienbergpark, Hellersdorfer Str. 159 (0-24 Uhr)",12627,Deutschland,"13,5910236814306","52,5313386636362",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Kienbergpark, Hellersdorfer Str. 159 ",0-24,0,24,0:00-24:00
268,Wall_124145,"Wall CT, Schönagelstr.",Berlin,Schönagelstr. (0-24 Uhr),12679,Deutschland,"13,5701669923751","52,5485198695108",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Schönagelstr. ,0-24,0,24,0:00-24:00
269,Wall_124359,"Wall CT, Schleidenplatz, Waldeyerstr.",Berlin,"Schleidenplatz, Waldeyerstr. ggü. 5 (0-24 Uhr)",10247,Deutschland,"13,472649347097","52,5156735344464",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Schleidenplatz, Waldeyerstr. ggü. 5 ",0-24,0,24,0:00-24:00
270,Wall_124362,"Wall CT, Heinrich-Heine-Str.",Berlin,Heinrich-Heine-Str. 16 (0-24 Uhr),10179,Deutschland,"13,4139043287576","52,5082658170487",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Heinrich-Heine-Str. 16 ,0-24,0,24,0:00-24:00
271,Wall_124364,"Wall CT, Sellerpark, Sellerstr.",Berlin,"Sellerpark, Sellerstr.   (0-24 Uhr)",13353,Deutschland,"13,365743504824","52,5371567693436",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Sellerpark, Sellerstr.   ",0-24,0,24,0:00-24:00
272,Wall_124366,"Wall CT, Ratsgasse (Marktplatz-Fußgängerzone)",Berlin,Ratsgasse (Marktplatz-Fußgängerzone)   (0-24 Uhr),16727,Deutschland,"13,17765","52,68761",Yes,Yes,"0,50",Yes,No,No,No/Unknown,City Toilette,No,Ratsgasse ,0-24,0,24,0:00-24:00
273,Wall_124383,"Wall CT, Soldiner Str.",Berlin,Soldiner Str. 77 (0-24 Uhr),13359,Deutschland,"13,3836397747329","52,559323179666",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Soldiner Str. 77 ,0-24,0,24,0:00-24:00
274,Wall_124386,"Wall CT, Ostender Str.",Berlin,Ostender Str. ggü. 12 (0-24 Uhr),13353,Deutschland,"13,3522985517933","52,5462708976409",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Ostender Str. ggü. 12 ,0-24,0,24,0:00-24:00
275,Wall_124396,"Wall CT, Dianaplatz, Dianastr.",Berlin,"Dianaplatz, Dianastr. hinter 59 a (0-24 Uhr)",13469,Deutschland,"13,312223524878","52,6061583533857",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,"Dianaplatz, Dianastr. hinter 59 a ",0-24,0,24,0:00-24:00
276,Wall_124414,"Wall CT, Konrad-Wolf-Str.",Berlin,Konrad-Wolf-Str. ggü. 76 (0-24 Uhr),13055,Deutschland,"13,4813166509108","52,5388727382655",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Konrad-Wolf-Str. ggü. 76 ,0-24,0,24,0:00-24:00
277,Wall_124435,"Wall CT, Südstern",Berlin,Südstern (0-24 Uhr),10967,Deutschland,"13,4073584199877","52,4894935876301",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Südstern ,0-24,0,24,0:00-24:00
278,Wall_124489,"Wall CT, Meierottostr.",Berlin,Meierottostr. ggü. 8 (0-24 Uhr),10719,Deutschland,"13,3299735538891","52,4967472259807",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Meierottostr. ggü. 8 ,0-24,0,24,0:00-24:00
279,Wall_124513,"Wall CT, Winterfeldtplatz, Gleditschstr.",Berlin,"Winterfeldtplatz, Gleditschstr. vor 5 (0-24 Uhr)",10781,Deutschland,"13,355023","52,496171",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Winterfeldtplatz, Gleditschstr. vor 5 ",0-24,0,24,0:00-24:00
280,Wall_124549,"Wall CT, Alt-Lübars",Berlin,Alt-Lübars 19 B (0-24 Uhr),13469,Deutschland,"13,3587134690709","52,6209848295185",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Alt-Lübars 19 B ,0-24,0,24,0:00-24:00
281,Wall_124551,"Wall CT, Dolgenseestr.",Berlin,Dolgenseestr. ggü. 9 E (0-24 Uhr),10319,Deutschland,"13,5075727419539","52,492378564872",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Dolgenseestr. ggü. 9 E ,0-24,0,24,0:00-24:00
282,Wall_124552,"Wall CT, Dr.-Ilse-Kassel-Platz, Schloßstr.",Berlin,"Dr.-Ilse-Kassel-Platz, Schloßstr. ggü. 5 (0-24 Uhr)",13467,Deutschland,"13,3133593201459","52,6169709008111",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,"Dr.-Ilse-Kassel-Platz, Schloßstr. ggü. 5 ",0-24,0,24,0:00-24:00
283,Wall_124583,"Wall CT, Oberbaumstr.",Berlin,Oberbaumstr. vor 11 (0-24 Uhr),10997,Deutschland,"13,4434936687943","52,500842056772",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,Oberbaumstr. vor 11 ,0-24,0,24,0:00-24:00
284,Wall_124615,"Wall CT, Sportforum, Weißenseer Weg",Berlin,"Sportforum, Weißenseer Weg vor 53 (0-24 Uhr)",13053,Deutschland,"13,4723838740929","52,5378742065812",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,"Sportforum, Weißenseer Weg vor 53 ",0-24,0,24,0:00-24:00
285,Wall_124630,"Wall CT, Crellemarkt, Großgörschenstr.",Berlin,"Crellemarkt, Großgörschenstr. ggü. 31 (0-24 Uhr)",10827,Deutschland,"13,3658619399184","52,4913189204374",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,"Crellemarkt, Großgörschenstr. ggü. 31 ",0-24,0,24,0:00-24:00
286,Wall_124686,"Wall CT, Alt-Köpenick",Berlin,Alt-Köpenick vor 32 (0-24 Uhr),12555,Deutschland,"13,5738106656173","52,4453261764499",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Alt-Köpenick vor 32 ,0-24,0,24,0:00-24:00
287,Wall_124690,"Wall CT, Egon-Erwin-Kisch-Str.",Berlin,Egon-Erwin-Kisch-Str. vor 106 (0-24 Uhr),13059,Deutschland,"13,5134186492035","52,5677931494833",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Egon-Erwin-Kisch-Str. vor 106 ,0-24,0,24,0:00-24:00
288,Wall_125174,"Wall CT, Gothaer Str.",Berlin,Gothaer Str. 37 (0-24 Uhr),12629,Deutschland,"13,5889935903744","52,5396036363434",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Gothaer Str. 37 ,0-24,0,24,0:00-24:00
289,Wall_125237,"Wall CT, Afrikanische Str.",Berlin,Afrikanische Str. ggü. 92 (0-24 Uhr),13351,Deutschland,"13,3365372138437","52,5526408835019",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Afrikanische Str. ggü. 92 ,0-24,0,24,0:00-24:00
290,Wall_125245,"Wall CT, Grüntaler Str.",Berlin,Grüntaler Str. 41 (0-24 Uhr),13359,Deutschland,"13,3936098132465","52,5563725357538",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Grüntaler Str. 41 ,0-24,0,24,0:00-24:00
291,Wall_125298,"Wall CT, Volkspark Hasenheide",Berlin,Volkspark Hasenheide   (0-24 Uhr),10965,Deutschland,"13,4171361642608","52,4844544115752",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,Volkspark Hasenheide   ,0-24,0,24,0:00-24:00
292,Wall_125473,"Wall CT, Emma-Ihrer-Str.",Berlin,Emma-Ihrer-Str. hinter ggü. 39 (0-24 Uhr),10317,Deutschland,"13,4786084171703","52,4975044587666",Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,Emma-Ihrer-Str. hinter ggü. 39 ,0-24,0,24,0:00-24:00
293,Wall_125493,"Wall CT, Schützenstr.",Berlin,Schützenstr. hinter 10 (0-24 Uhr),13585,Deutschland,"13,2102945837695","52,5501501894777",Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,Schützenstr. hinter 10 ,0-24,0,24,0:00-24:00
294,Wall_3389,"Wall CT, Unter den Linden",Berlin,Unter den Linden 76 (0-24 Uhr),10117,Deutschland,"13,3812694549561","52,5166091918945",Yes,Yes,"0,50",Yes,No,No,No/Unknown,City Toilette,No,Unter den Linden 76 ,0-24,0,24,0:00-24:00
295,Wall_34518,Toilette Gutsmuthsweg,Berlin,Trakehner Allee vor ggü. 3 (bei Veranst.),14053,Deutschland,"13,2435201","52,512991",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Trakehner Allee vor ggü. 3 ,,,,
296,Wall_34520,Toilette Gutsmuthsweg (Eingang Hockey-Stadion),Berlin,Olympischer Platz 6 (bei Veranst.),14053,Deutschland,"13,24459","52,51562",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Olympischer Platz 6 ,,,,
297,Wall_34522,Toilette Coubertinplatz,Berlin,Trakehner Allee hinter ggü. 7 (bei Veranst.),14053,Deutschland,"13,240781","52,5121801",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Trakehner Allee hinter ggü. 7 ,,,,
298,Wall_34523,Toilette Eingang Reithalle / Tunnelweg,Berlin,Jesse-Owens-Allee vor ggü. 2 (bei Veranst.),14053,Deutschland,"13,23694025","52,51064618",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Jesse-Owens-Allee vor ggü. 2 ,,,,
299,Wall_34524,Toilette U-Bhf. Olympia-Stadion,Berlin,Rossitter Platz (bei Veranst.),14053,Deutschland,"13,24938","52,51746",Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,Rossitter Platz ,,,,
300,Wall_5329,Toilette Osnabrücker Str.,Berlin,Mierendorffplatz (7-22 Uhr),10589,Deutschland,"13,3043888888889","52,5255277777778",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Mierendorffplatz ,7-22,7,22,7:00-22:00
301,Wall_5330,Toilette Budapester Str.,Berlin,Breitscheidplatz (9-22 Uhr),10789,Deutschland,"13,3361111111111","52,5049444444444",Yes,Yes,"0,50",No,No,No,No/Unknown,WC-Center,No,Breitscheidplatz ,9-22,9,22,9:00-22:00
302,Wall_5331,Toilette Joachimsthaler Str.,Berlin,"Joachimsthaler Platz, Kurfürstendamm 226 (7-22 Uhr)",10719,Deutschland,"13,3308611111111","52,5033333333333",Yes,No,"0,50",No,No,No,No/Unknown,WC-Center,No,"Joachimsthaler Platz, Kurfürstendamm 226 ",7-22,7,22,7:00-22:00
303,Wall_5332,Toilette Olympischer Platz,Berlin,"Olympiastadion, Gutsmuthsweg (bei Veranst.)",14053,Deutschland,"13,2440277777778","52,5142222222222",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Olympiastadion, Gutsmuthsweg ",,,,
304,Wall_5333,Toilette Glockenturmstr. 1,Berlin,"Waldbühne/Maifeld, Passenheimer Str. (bei Veranst.)",14053,Deutschland,"13,2306388888889","52,5136111111111",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Waldbühne/Maifeld, Passenheimer Str. ",,,,
305,Wall_5335,Toilette Reichsstr.,Berlin,Theodor-Heuss-Platz ggü. 4-6 (7-22 Uhr),14052,Deutschland,"13,272577","52,509679",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Theodor-Heuss-Platz ggü. 4-6 ,7-22,7,22,7:00-22:00
306,Wall_5336,Toilette Aßmannstr. (Marktplatz Friedrichshagen),Berlin,Bölschestr. 113 (7-22 Uhr),12587,Deutschland,"13,6245833333333","52,4506666666667",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Bölschestr. 113 ,7-22,7,22,7:00-22:00
307,Wall_5338,Toilette Spielplatz,Berlin,Viktoriapark (0-24 Uhr),10965,Deutschland,"13,3778611111111","52,4875",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Viktoriapark ,0-24,0,24,0:00-24:00
308,Wall_5339,Toilette,Berlin,Alexanderplatz 1 (7-22 Uhr),10178,Deutschland,"13,412954","52,521463",Yes,Yes,"0,50",No,No,No,No/Unknown,WC-Center,No,Alexanderplatz 1 ,7-22,7,22,7:00-22:00
309,Wall_5340,Toilette Spandauer Str. (ggü. Nikolaiviertel),Berlin,Rathausstr. ggü. 17 (10-18 Uhr),10178,Deutschland,"13,4064166666667","52,5184722222222",Yes,Yes,"0,50",No,No,No,No/Unknown,WC-Center,No,Rathausstr. ggü. 17 ,10-18,10,18,10:00-18:00
310,Wall_5341,Toilette Gutschmidtstr. (am U-Bhf.),Berlin,"Britz-Süd , Fritz-Reuter-Allee (7-22 Uhr)",12359,Deutschland,"13,4473888888889","52,4373611111111",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Britz-Süd , Fritz-Reuter-Allee ",7-22,7,22,7:00-22:00
311,Wall_5342,Toilette Sonnenallee,Berlin,Elbestr. 39 (7-22 Uhr),12045,Deutschland,"13,438239","52,482874",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Elbestr. 39 ,7-22,7,22,7:00-22:00
312,Wall_5343,Toilette Residenzstr.,Berlin,"Schäfersee , Am Schäfersee ggü. 1 (7-22 Uhr)",13407,Deutschland,"13,3638055555556","52,5641666666667",Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,"Schäfersee , Am Schäfersee ggü. 1 ",7-22,7,22,7:00-22:00
313,Wall_5344,Toilette Burscheider Weg,Berlin,Haselhorster Damm 23 (0-24 Uhr),13599,Deutschland,"13,2382777777778","52,5444722222222",Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,Haselhorster Damm 23 ,0-24,0,24,0:00-24:00
