,LavatoryID,Description,City,Street,opening_hours,street_address,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,ratings,Comments
227,Wall_123495,"Wall CT, Barnetstr.",Berlin,Barnetstr. ggü. 54 (0-24 Uhr),0:00-24:00,Barnetstr. ggü. 54 ,12305,Deutschland,13.3961246058486,52.3969145123976,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
147,Wall_122524,"Wall CT, S-Bhf. Friedrichshagen, Dahlwitzer Landstr.",Berlin,"S-Bhf. Friedrichshagen, Dahlwitzer Landstr.   (0-24 Uhr)",0:00-24:00,"S-Bhf. Friedrichshagen, Dahlwitzer Landstr.   ",12587,Deutschland,13.62535,52.457726,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
234,Wall_123502,"Wall CT, Bosepark, Manteuffelstr.",Berlin,"Bosepark, Manteuffelstr. ggü. 9 (0-24 Uhr)",0:00-24:00,"Bosepark, Manteuffelstr. ggü. 9 ",12103,Deutschland,13.377623,52.463965,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
237,Wall_123562,"Wall CT, Alt-Gatow",Berlin,Alt-Gatow hinter 65 (0-24 Uhr),0:00-24:00,Alt-Gatow hinter 65 ,14089,Deutschland,13.1835823788549,52.4839311125327,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
221,Wall_123484,"Wall CT, Viktoriapark, Kreuzbergstr.",Berlin,"Viktoriapark, Kreuzbergstr. ggü. 31 (0-24 Uhr)",0:00-24:00,"Viktoriapark, Kreuzbergstr. ggü. 31 ",10965,Deutschland,13.3775997545708,52.4893568193436,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
211,Wall_123394,"Wall CT, Hauptstr.",Berlin,Hauptstr. ggü. 44A (0-24 Uhr),0:00-24:00,Hauptstr. ggü. 44A ,13055,Deutschland,13.5052929214559,52.5486516611904,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
205,Wall_123376,"Wall CT, S-Bhf. Mahlsdorf, Hönower Str.",Berlin,"S-Bhf. Mahlsdorf, Hönower Str. ggü. 79 (0-24 Uhr)",0:00-24:00,"S-Bhf. Mahlsdorf, Hönower Str. ggü. 79 ",12623,Deutschland,13.6124389966236,52.5119161279725,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
245,Wall_123792,"Wall CT, Schönleinstr.",Berlin,Schönleinstr. ggü. 8 (0-24 Uhr),0:00-24:00,Schönleinstr. ggü. 8 ,10967,Deutschland,13.4206793049899,52.4917661055929,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
184,Wall_122820,"Wall CT, Wartburgplatz, Martin-Luther-Str.",Berlin,"Wartburgplatz, Martin-Luther-Str.   (0-24 Uhr)",0:00-24:00,"Wartburgplatz, Martin-Luther-Str.   ",10823,Deutschland,13.3453017022547,52.4879542644958,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
169,Wall_122589,"Wall CT, Klausenerplatz",Berlin,Klausenerplatz ggü. 23 (0-24 Uhr),0:00-24:00,Klausenerplatz ggü. 23 ,14059,Deutschland,13.290356505,52.51879627,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
158,Wall_122575,"Wall CT, Str. des 17. Juni",Berlin,Str. des 17. Juni   (0-24 Uhr),0:00-24:00,Str. des 17. Juni   ,10557,Deutschland,13.3755391287496,52.5163720170624,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
229,Wall_123497,"Wall CT, Warschauer Str.",Berlin,Warschauer Str. hinter 47-48 (0-24 Uhr),0:00-24:00,Warschauer Str. hinter 47-48 ,10243,Deutschland,13.4469624913089,52.5033765935473,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
148,Wall_122525,"Wall CT, Comeniusplatz, Torellstr.",Berlin,"Comeniusplatz, Torellstr. ggü. 1 (0-24 Uhr)",0:00-24:00,"Comeniusplatz, Torellstr. ggü. 1 ",10243,Deutschland,13.4473361604833,52.5114461688103,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
288,Wall_125298,"Wall CT, Volkspark Hasenheide",Berlin,Volkspark Hasenheide   (0-24 Uhr),0:00-24:00,Volkspark Hasenheide   ,10965,Deutschland,13.4171361642608,52.4844544115752,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
233,Wall_123501,"Wall CT, Rennbahnstr.",Berlin,Rennbahnstr. ggü. 1-2 (0-24 Uhr),0:00-24:00,Rennbahnstr. ggü. 1-2 ,13086,Deutschland,13.4658943730161,52.5571969543997,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
137,Wall_121170,"Wall CT, Boddinplatz, Mainzer Str.",Berlin,"Boddinplatz, Mainzer Str.   (0-24 Uhr)",0:00-24:00,"Boddinplatz, Mainzer Str.   ",12053,Deutschland,13.4284121007425,52.4799133489629,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
264,Wall_124125,"Wall CT, Kienbergpark, Hellersdorfer Str.",Berlin,"Kienbergpark, Hellersdorfer Str. 159 (0-24 Uhr)",0:00-24:00,"Kienbergpark, Hellersdorfer Str. 159 ",12627,Deutschland,13.5910236814306,52.5313386636362,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
271,Wall_124386,"Wall CT, Ostender Str.",Berlin,Ostender Str. ggü. 12 (0-24 Uhr),0:00-24:00,Ostender Str. ggü. 12 ,13353,Deutschland,13.3522985517933,52.5462708976409,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
120,Wall_120764,"Wall CT, Debenzer Str.",Berlin,Debenzer Str. ggü. 36 (0-24 Uhr),0:00-24:00,Debenzer Str. ggü. 36 ,12683,Deutschland,13.54735,52.500953,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,30,
129,Wall_121091,"Wall CT, Wichertstr.",Berlin,Wichertstr. 21 (0-24 Uhr),0:00-24:00,Wichertstr. 21 ,10439,Deutschland,13.42089017,52.54864128,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,30,
453,RAIL_7,rail & fresh WC Potsdamer Platz Arkaden,Berlin,Potsdamer Platz 1 (0-24 Uhr),0:00-24:00,Potsdamer Platz 1 ,10785,Deutschland,13.37594681,52.50964678,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,28,
452,RAIL_6,"rail & fresh WC Berlin Ostbahnhof
",Berlin,Koppenstraße 3 (6-22 Uhr),6:00-22:00,Koppenstraße 3 ,10243,Deutschland,13.43510438,52.51022553,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,28,
444,SANIFAIR_5,"SANIFAIR, Bahnhof Berlin Alexanderplatz",Berlin,Dircksenstraße 2 (6-22 Uhr),6:00-22:00,Dircksenstraße 2 ,10179,Deutschland,13.41175471,52.52139858,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,28,
48,Wall_120023,"Wall CT, Kurt-Schumacher-Platz, Scharnweberstr.",Berlin,"Kurt-Schumacher-Platz, Scharnweberstr. ggü. 19 (0-24 Uhr)",0:00-24:00,"Kurt-Schumacher-Platz, Scharnweberstr. ggü. 19 ",13405,Deutschland,13.3267155793166,52.5639195878818,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
49,Wall_120024,"Wall CT, Gudrunstr.",Berlin,Gudrunstr. 20 (0-24 Uhr),0:00-24:00,Gudrunstr. 20 ,10365,Deutschland,13.50882,52.51505,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
50,Wall_120185,"Wall CT, Urbanstr.",Berlin,Urbanstr. 21 (0-24 Uhr),0:00-24:00,Urbanstr. 21 ,10961,Deutschland,13.4085659005121,52.4927440515212,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
105,Wall_120744,"Wall CT, Hohenzollernplatz, Hohenzollerndamm",Berlin,"Hohenzollernplatz, Hohenzollerndamm 199 (0-24 Uhr)",0:00-24:00,"Hohenzollernplatz, Hohenzollerndamm 199 ",10717,Deutschland,13.3250563841,52.494013819,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
51,Wall_120186,"Wall CT, Planufer",Berlin,Planufer   (0-24 Uhr),0:00-24:00,Planufer   ,10967,Deutschland,13.4198320333,52.4956702562474,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
57,Wall_120193,"Wall CT, Wühlischplatz, Wühlischstr.",Berlin,"Wühlischplatz, Wühlischstr. ggü. 11 (0-24 Uhr)",0:00-24:00,"Wühlischplatz, Wühlischstr. ggü. 11 ",10245,Deutschland,13.4639155114,52.5079000373,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
202,Wall_123363,"Wall CT, Stralsunder Str. (Fußgängerzone)",Berlin,Stralsunder Str. (Fußgängerzone) 61 (0-24 Uhr),0:00-24:00,Stralsunder Str. ,13355,Deutschland,13.3952777777778,52.5397777777778,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
86,Wall_120450,"Wall CT, Munsterdamm",Berlin,Munsterdamm   (0-24 Uhr),0:00-24:00,Munsterdamm   ,12169,Deutschland,13.3491057199504,52.4585530612939,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
142,Wall_121948,"Wall CT, Kurt-Schumacher-Damm",Berlin,Kurt-Schumacher-Damm   (0-24 Uhr),0:00-24:00,Kurt-Schumacher-Damm   ,13627,Deutschland,13.29402034,52.53625419,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
192,Wall_123027,"Wall CT, Klixarena, Zobeltitzstr.",Berlin,"Klixarena, Zobeltitzstr. ggü. 93 (0-24 Uhr)",0:00-24:00,"Klixarena, Zobeltitzstr. ggü. 93 ",13403,Deutschland,13.308729673772,52.570240401001,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
139,Wall_121945,"Wall CT, Savignyplatz",Berlin,Savignyplatz 1 (0-24 Uhr),0:00-24:00,Savignyplatz 1 ,10623,Deutschland,13.322725,52.505252,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
68,Wall_120215,"Wall CT, Nöldnerplatz, Archibaldweg",Berlin,"Nöldnerplatz, Archibaldweg   (0-24 Uhr)",0:00-24:00,"Nöldnerplatz, Archibaldweg   ",10317,Deutschland,13.48398,52.50302,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
89,Wall_120462,"Wall CT, Am Heidefriedhof, Reißeckstr.",Berlin,"Am Heidefriedhof, Reißeckstr. 14 (0-24 Uhr)",0:00-24:00,"Am Heidefriedhof, Reißeckstr. 14 ",12107,Deutschland,13.3920992767046,52.4397523119659,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
88,Wall_120461,"Wall CT, Zingster Str.",Berlin,Zingster Str. 37 (0-24 Uhr),0:00-24:00,Zingster Str. 37 ,13059,Deutschland,13.4969495503473,52.5698739180807,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
76,Wall_120228,"Wall CT, S-Bhf. Wilhelmshagen, Schönblicker Str.",Berlin,"S-Bhf. Wilhelmshagen, Schönblicker Str.   (0-24 Uhr)",0:00-24:00,"S-Bhf. Wilhelmshagen, Schönblicker Str.   ",12589,Deutschland,13.7210046415745,52.4390817378726,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
77,Wall_120229,"Wall CT, Badensche Str.",Berlin,Badensche Str. 29 (0-24 Uhr),0:00-24:00,Badensche Str. 29 ,10715,Deutschland,13.3274845332077,52.4864769487566,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
151,Wall_122528,"Wall CT, Alfred-Scholz-Platz, Richardstr.",Berlin,"Alfred-Scholz-Platz, Richardstr. 1 (0-24 Uhr)",0:00-24:00,"Alfred-Scholz-Platz, Richardstr. 1 ",12043,Deutschland,13.438141,52.478802,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
149,Wall_122526,"Wall CT, Traveplatz, Weichselstr.",Berlin,"Traveplatz, Weichselstr. ggü. 13-14 (0-24 Uhr)",0:00-24:00,"Traveplatz, Weichselstr. ggü. 13-14 ",10247,Deutschland,13.4690242763962,52.511231535323,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
87,Wall_120451,"Wall CT, Ostpreußendamm",Berlin,Ostpreußendamm 83 (0-24 Uhr),0:00-24:00,Ostpreußendamm 83 ,12207,Deutschland,13.3048687553929,52.4175685677034,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
143,Wall_121956,"Wall CT, Bundesallee, Bundesplatz",Berlin,"Bundesallee, Bundesplatz 6 (0-24 Uhr)",0:00-24:00,"Bundesallee, Bundesplatz 6 ",10715,Deutschland,13.3282867070272,52.4790069600456,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
193,Wall_123029,"Wall CT, Letteplatz, Letteallee",Berlin,"Letteplatz, Letteallee ggü. 46 (0-24 Uhr)",0:00-24:00,"Letteplatz, Letteallee ggü. 46 ",13409,Deutschland,13.3709050422555,52.5632981645931,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
111,Wall_120750,"Wall CT, Waldstr.",Berlin,Waldstr. ggü. 89 (0-24 Uhr),0:00-24:00,Waldstr. ggü. 89 ,13156,Deutschland,13.4002351085133,52.5806731668297,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
290,Wall_125493,"Wall CT, Schützenstr.",Berlin,Schützenstr. hinter 10 (0-24 Uhr),0:00-24:00,Schützenstr. hinter 10 ,13585,Deutschland,13.2102945837695,52.5501501894777,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
34,Wall_120009,"Wall CT, Hauptstr.",Berlin,Hauptstr. 128 (0-24 Uhr),0:00-24:00,Hauptstr. 128 ,10827,Deutschland,13.3528118756615,52.4843251564501,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
19,Wall_119994,"Wall CT, Alt-Moabit",Berlin,Alt-Moabit ggü. 81-82 (0-24 Uhr),0:00-24:00,Alt-Moabit ggü. 81-82 ,10555,Deutschland,13.3355016043326,52.5249959545972,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
24,Wall_119999,"Wall CT, Degnerstr.",Berlin,Degnerstr. 5 (0-24 Uhr),0:00-24:00,Degnerstr. 5 ,13053,Deutschland,13.4942620699196,52.5455958200139,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
259,Wall_123974,"Wall CT, Köpenicker Str.",Berlin,Köpenicker Str. 259 A (0-24 Uhr),0:00-24:00,Köpenicker Str. 259 A ,12683,Deutschland,13.5595713172605,52.4793007169352,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
26,Wall_120001,"Wall CT, Kladower Damm",Berlin,Kladower Damm 387 (0-24 Uhr),0:00-24:00,Kladower Damm 387 ,14089,Deutschland,13.1439183848348,52.4537512566632,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
272,Wall_124396,"Wall CT, Dianaplatz, Dianastr.",Berlin,"Dianaplatz, Dianastr. hinter 59 a (0-24 Uhr)",0:00-24:00,"Dianaplatz, Dianastr. hinter 59 a ",13469,Deutschland,13.312223524878,52.6061583533857,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
246,Wall_123794,"Wall CT, Hermann-Dorner-Allee",Berlin,Hermann-Dorner-Allee   (0-24 Uhr),0:00-24:00,Hermann-Dorner-Allee   ,12487,Deutschland,13.5201486064444,52.4339902002955,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
29,Wall_120004,"Wall CT, Lipschitzplatz",Berlin,Lipschitzplatz   (0-24 Uhr),0:00-24:00,Lipschitzplatz   ,12353,Deutschland,13.4631797599315,52.4238378901859,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
21,Wall_119996,"Wall CT, Göschenplatz, Oranienburger Str.",Berlin,"Göschenplatz, Oranienburger Str. 184-185 (0-24 Uhr)",0:00-24:00,"Göschenplatz, Oranienburger Str. 184-185 ",13437,Deutschland,13.3323362320875,52.5975450801601,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
242,Wall_123757,"Wall CT, Niederneuendorfer Allee",Berlin,Niederneuendorfer Allee 11 (0-24 Uhr),0:00-24:00,Niederneuendorfer Allee 11 ,13587,Deutschland,13.2107808968145,52.5673817861734,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
20,Wall_119995,"Wall CT, Buddeplatz (S-Bhf. Tegel), Buddestr.",Berlin,"Buddeplatz (S-Bhf. Tegel), Buddestr. ggü. 12 (0-24 Uhr)",0:00-24:00,Buddeplatz ,13507,Deutschland,13.2885526718782,52.5880929133972,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
241,Wall_123610,"Wall CT, Waldowstr.",Berlin,Waldowstr. ggü. 31 (0-24 Uhr),0:00-24:00,Waldowstr. ggü. 31 ,13053,Deutschland,13.4856132711725,52.5480862995809,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
4,Wall_116739,"Wall CT, Lindenufer",Berlin,Lindenufer ggü. 10 (0-24 Uhr),0:00-24:00,Lindenufer ggü. 10 ,13597,Deutschland,13.2077640060379,52.537351114776,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
42,Wall_120017,"Wall CT, Plesser Str.",Berlin,Plesser Str. 7 (0-24 Uhr),0:00-24:00,Plesser Str. 7 ,12435,Deutschland,13.4511497884872,52.4890646412465,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
6,Wall_116752,"Wall CT, Friedhof Eythstr., Eythst.",Berlin,"Friedhof Eythstr., Eythst. 1-25 (7-19 Uhr)",7:00-19:00,"Friedhof Eythstr., Eythst. 1-25 ",12105,Deutschland,13.3664741598498,52.459607642313,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
239,Wall_123605,"Wall CT, Rummelsburger Str.",Berlin,Rummelsburger Str.   (0-24 Uhr),0:00-24:00,Rummelsburger Str.   ,10315,Deutschland,13.5042350654638,52.5024718651538,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,27,
41,Wall_120016,"Wall CT, Kiefholzstr.",Berlin,Kiefholzstr. 258 (0-24 Uhr),0:00-24:00,Kiefholzstr. 258 ,12437,Deutschland,13.4868053644179,52.4658911727311,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,27,
276,Wall_124513,"Wall CT, Winterfeldtplatz, Gleditschstr.",Berlin,"Winterfeldtplatz, Gleditschstr. vor 5 (0-24 Uhr)",0:00-24:00,"Winterfeldtplatz, Gleditschstr. vor 5 ",10781,Deutschland,13.355023,52.496171,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
287,Wall_125245,"Wall CT, Grüntaler Str.",Berlin,Grüntaler Str. 41 (0-24 Uhr),0:00-24:00,Grüntaler Str. 41 ,13359,Deutschland,13.3936098132465,52.5563725357538,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
145,Wall_122395,"Wall CT, Park am Weinbergsweg, Weinbergsweg",Berlin,"Park am Weinbergsweg, Weinbergsweg (0-24 Uhr)",0:00-24:00,"Park am Weinbergsweg, Weinbergsweg ",10119,Deutschland,13.4030886906136,52.5319477065682,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
257,Wall_123925,"Wall CT, Argentinische Allee",Berlin,Argentinische Allee hinter 253 (0-24 Uhr),0:00-24:00,Argentinische Allee hinter 253 ,14169,Deutschland,13.269614775171,52.4509071806212,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
263,Wall_124087,"Wall CT, Alt-Stralau, Tunnelstr.",Berlin,"Alt-Stralau, Tunnelstr. hinter 12 (0-24 Uhr)",0:00-24:00,"Alt-Stralau, Tunnelstr. hinter 12 ",10245,Deutschland,13.4809014934618,52.4900209572925,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
260,Wall_124023,"Wall CT, Weinbergspark, Veteranenstr.",Berlin,"Weinbergspark, Veteranenstr. ggü. 22 (0-24 Uhr)",0:00-24:00,"Weinbergspark, Veteranenstr. ggü. 22 ",10119,Deutschland,13.4010517818427,52.5330296726165,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
134,Wall_121141,"Wall CT, Am Weißen See, Parkstr.",Berlin,"Am Weißen See, Parkstr. ggü. 80 (0-24 Uhr)",0:00-24:00,"Am Weißen See, Parkstr. ggü. 80 ",13086,Deutschland,13.4587438498199,52.5555743891318,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
124,Wall_120944,"Wall CT, Moritzstr.",Berlin,Moritzstr.   (0-24 Uhr),0:00-24:00,Moritzstr.   ,13597,Deutschland,13.2011111111111,52.5383333333333,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
9,Wall_118295,"Wall CT, Besselpark, Besselstr.",Berlin,"Besselpark, Besselstr.   (0-24 Uhr)",0:00-24:00,"Besselpark, Besselstr.   ",10969,Deutschland,13.391282801748,52.5041142935016,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
280,Wall_124583,"Wall CT, Oberbaumstr.",Berlin,Oberbaumstr. vor 11 (0-24 Uhr),0:00-24:00,Oberbaumstr. vor 11 ,10997,Deutschland,13.4434936687943,52.500842056772,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
131,Wall_121093,"Wall CT, Helmholtzplatz, Raumerstr.",Berlin,"Helmholtzplatz, Raumerstr. ggü. 9 (0-24 Uhr)",0:00-24:00,"Helmholtzplatz, Raumerstr. ggü. 9 ",10437,Deutschland,13.4186597605807,52.5428997393468,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
135,Wall_121168,"Wall CT, Schillerpromenade",Berlin,Schillerpromenade 37 (0-24 Uhr),0:00-24:00,Schillerpromenade 37 ,12049,Deutschland,13.4219992471315,52.4775845145735,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
273,Wall_124414,"Wall CT, Konrad-Wolf-Str.",Berlin,Konrad-Wolf-Str. ggü. 76 (0-24 Uhr),0:00-24:00,Konrad-Wolf-Str. ggü. 76 ,13055,Deutschland,13.4813166509108,52.5388727382655,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
232,Wall_123500,"Wall CT, Möllendorffstr.",Berlin,Möllendorffstr.   (0-24 Uhr),0:00-24:00,Möllendorffstr.   ,10367,Deutschland,13.4795858138,52.518999597,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
442,SANIFAIR_3,"SANIFAIR, Zoologischer Garten Berlin",Berlin,Hardenbergplatz 9-11 (6-22 Uhr),6:00-22:00,Hardenbergplatz 9-11 ,10623,Deutschland,13.33415332,52.50829652,No,No,0.5,Yes,No,No,No/Unknown,Toilette nicht von Wall,Yes,26,
175,Wall_122631,"Wall CT, Siegfriedstr.",Berlin,Siegfriedstr. ggü. 23 (0-24 Uhr),0:00-24:00,Siegfriedstr. ggü. 23 ,12051,Deutschland,13.4314583180754,52.4678621065571,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
235,Wall_123515,"Wall CT, Admiralbrücke, Planufer",Berlin,"Admiralbrücke, Planufer   (0-24 Uhr)",0:00-24:00,"Admiralbrücke, Planufer   ",10967,Deutschland,13.415129853272,52.4949136718795,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
198,Wall_123172,"Wall CT, Bürgerpark Pankow, Leonhard-Frank-Str.",Berlin,"Bürgerpark Pankow, Leonhard-Frank-Str. ggü. 1 (0-24 Uhr)",0:00-24:00,"Bürgerpark Pankow, Leonhard-Frank-Str. ggü. 1 ",13156,Deutschland,13.3888560301798,52.5695241873745,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
154,Wall_122531,"Wall CT, Invalidenstr.",Berlin,Invalidenstr. ggü. 44 (0-24 Uhr),0:00-24:00,Invalidenstr. ggü. 44 ,10117,Deutschland,13.3781628439159,52.5289575745279,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
28,Wall_120003,"Wall CT, Ahrensfelder Platz",Berlin,Ahrensfelder Platz   (0-24 Uhr),0:00-24:00,Ahrensfelder Platz   ,12689,Deutschland,13.5658355425444,52.5700993692982,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
186,Wall_122939,"Wall CT, Waltersdorfer Chaussee",Berlin,Waltersdorfer Chaussee ggü. 5-7 (0-24 Uhr),0:00-24:00,Waltersdorfer Chaussee ggü. 5-7 ,12355,Deutschland,13.4977403163385,52.4158088417092,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
178,Wall_122814,"Wall CT, Max.-Kraft-Platz, Katzlerstr.",Berlin,"Max.-Kraft-Platz, Katzlerstr. ggü. 20 (0-24 Uhr)",0:00-24:00,"Max.-Kraft-Platz, Katzlerstr. ggü. 20 ",10823,Deutschland,13.3690376999477,52.4927579527105,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,26,
177,Wall_122812,"Wall CT, Hallesches Ufer",Berlin,Hallesches Ufer   (0-24 Uhr),0:00-24:00,Hallesches Ufer   ,10969,Deutschland,13.3913257043903,52.4979512797239,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
159,Wall_122576,"Wall CT, Linkstr.",Berlin,Linkstr. ggü. 10 (0-24 Uhr),0:00-24:00,Linkstr. ggü. 10 ,10785,Deutschland,13.3742894166,52.5055704086,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,26,
