,LavatoryID,Description,City,Street,opening_hours,street_address,PostalCode,Country,Longitude,Latitude,isOwnedByWall,isHandicappedAccessible,Price,canBePayedWithCoins,canBePayedInApp,canBePayedWithNFC,hasChangingTable,LabelID,hasUrinal,ratings,Comments
115,Wall_120759,"Wall CT, Quedlinburger Str.",Berlin,Quedlinburger Str. hinter 1 (0-24 Uhr),0:00-24:00,Quedlinburger Str. hinter 1 ,12627,Deutschland,13.6047018253,52.5393854731,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
84,Wall_120448,"Wall CT, Hempelsteig",Berlin,Hempelsteig hinter 1A (0-24 Uhr),0:00-24:00,Hempelsteig hinter 1A ,14052,Deutschland,13.240857,52.525505,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
90,Wall_120493,"Wall CT, Steglitzer Damm",Berlin,Steglitzer Damm vor 39/39a (0-24 Uhr),0:00-24:00,Steglitzer Damm vor 39/39a ,12169,Deutschland,13.3428182601929,52.45068359375,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
92,Wall_120495,"Wall CT, S-Bhf. Wartenberg , Egon-Erwin-Kisch-Str.",Berlin,"S-Bhf. Wartenberg , Egon-Erwin-Kisch-Str. 28 (0-24 Uhr)",0:00-24:00,"S-Bhf. Wartenberg , Egon-Erwin-Kisch-Str. 28 ",13059,Deutschland,13.5046711288011,52.5733301033486,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
99,Wall_120737,"Wall CT, Leipziger Straße Spittelmarkt",Berlin,Leipziger Straße Spittelmarkt   (0-24 Uhr),0:00-24:00,Leipziger Straße Spittelmarkt   ,10117,Deutschland,13.4007839020002,52.5116668951405,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
176,Wall_122633,"Wall CT, Joachim-Gottschalk-Weg",Berlin,Joachim-Gottschalk-Weg 12-14 (0-24 Uhr),0:00-24:00,Joachim-Gottschalk-Weg 12-14 ,12353,Deutschland,13.4766121902363,52.4226602135946,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
106,Wall_120745,"Wall CT, S-Bhf. Biesdorf, Wuhlgartenweg",Berlin,"S-Bhf. Biesdorf, Wuhlgartenweg   (0-24 Uhr)",0:00-24:00,"S-Bhf. Biesdorf, Wuhlgartenweg   ",12683,Deutschland,13.5549178147,52.5134202058,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
110,Wall_120749,"Wall CT, George-Grosz-Platz, Kurfürstendamm",Berlin,"George-Grosz-Platz, Kurfürstendamm 50 (0-24 Uhr)",0:00-24:00,"George-Grosz-Platz, Kurfürstendamm 50 ",10707,Deutschland,13.31733472,52.5014806902,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
122,Wall_120942,"Wall CT, Imchenplatz, Imchenallee",Berlin,"Imchenplatz, Imchenallee   (0-24 Uhr)",0:00-24:00,"Imchenplatz, Imchenallee   ",14089,Deutschland,13.1489187460324,52.4525249986595,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
79,Wall_120403,"Wall CT, Weitlingstr.",Berlin,Weitlingstr. 2 (0-24 Uhr),0:00-24:00,Weitlingstr. 2 ,10317,Deutschland,13.4993596999717,52.5106318769395,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
171,Wall_122608,"Wall CT, Trakehner Allee",Berlin,Trakehner Allee vor ggü. 3 (0-24 Uhr),0:00-24:00,Trakehner Allee vor ggü. 3 ,14053,Deutschland,13.2434255789804,52.512951358555,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
208,Wall_123391,"Wall CT, Prerower Platz, Zingster Str.",Berlin,"Prerower Platz, Zingster Str. ggü 5 (0-24 Uhr)",0:00-24:00,"Prerower Platz, Zingster Str. ggü 5 ",13051,Deutschland,13.504097989773,52.5644287994933,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
209,Wall_123392,"Wall CT, Vincent-van-Gogh-Str.",Berlin,Vincent-van-Gogh-Str. 20 (0-24 Uhr),0:00-24:00,Vincent-van-Gogh-Str. 20 ,13057,Deutschland,13.5244707000485,52.564692682345,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
166,Wall_122586,"Wall CT, Wittenbergplatz, Ansbacher Str.",Berlin,"Wittenbergplatz, Ansbacher Str. ggü. 24 (0-24 Uhr)",0:00-24:00,"Wittenbergplatz, Ansbacher Str. ggü. 24 ",10789,Deutschland,13.3427270609067,52.5024676291825,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
138,Wall_121238,"Wall CT, Seestr.",Berlin,Seestr. 94 (0-24 Uhr),0:00-24:00,Seestr. 94 ,13353,Deutschland,13.3515952183918,52.5503828539617,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
165,Wall_122585,"Wall CT, Greenwichpromenade",Berlin,Greenwichpromenade   (0-24 Uhr),0:00-24:00,Greenwichpromenade   ,13507,Deutschland,13.2725972163991,52.5890975626873,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
162,Wall_122581,"Wall CT, Alt-Tegel",Berlin,Alt-Tegel 1-3 (0-24 Uhr),0:00-24:00,Alt-Tegel 1-3 ,13507,Deutschland,13.2827884563623,52.5898527733733,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
83,Wall_120447,"Wall CT, Griechische Allee",Berlin,Griechische Allee 2 (0-24 Uhr),0:00-24:00,Griechische Allee 2 ,12459,Deutschland,13.5138909063174,52.4646370786482,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
74,Wall_120226,"Wall CT, Bundesallee, Friedrich-Wilhelm-Platz",Berlin,"Bundesallee, Friedrich-Wilhelm-Platz 4 (0-24 Uhr)",0:00-24:00,"Bundesallee, Friedrich-Wilhelm-Platz 4 ",12161,Deutschland,13.3279317674284,52.4725628119395,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
60,Wall_120207,"Wall CT, Reinickendorfer Str.",Berlin,Reinickendorfer Str. 9 (0-24 Uhr),0:00-24:00,Reinickendorfer Str. 9 ,13347,Deutschland,13.3699104981192,52.5416111409171,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
62,Wall_120209,"Wall CT, Köllnischer Park, Rungestr.",Berlin,"Köllnischer Park, Rungestr. 31 (0-24 Uhr)",0:00-24:00,"Köllnischer Park, Rungestr. 31 ",10179,Deutschland,13.413572565667,52.5127077113696,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
18,Wall_119993,"Wall CT, Charlottenstr.",Berlin,Charlottenstr. ggü. 53-54 (0-24 Uhr),0:00-24:00,Charlottenstr. ggü. 53-54 ,10117,Deutschland,13.3915,52.5141666666667,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
33,Wall_120008,"Wall CT, Alt-Mariendorf",Berlin,Alt-Mariendorf 33 (0-24 Uhr),0:00-24:00,Alt-Mariendorf 33 ,12107,Deutschland,13.3879121808658,52.4401587349364,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
39,Wall_120014,"Wall CT, Sterndamm",Berlin,Sterndamm 8-10 (0-24 Uhr),0:00-24:00,Sterndamm 8-10 ,12487,Deutschland,13.50934272,52.45369117,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
256,Wall_123924,"Wall CT, Onkel-Tom-Str.",Berlin,Onkel-Tom-Str. 95 (0-24 Uhr),0:00-24:00,Onkel-Tom-Str. 95 ,14163,Deutschland,13.2517663858419,52.4489334009141,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
289,Wall_125473,"Wall CT, Emma-Ihrer-Str.",Berlin,Emma-Ihrer-Str. hinter ggü. 39 (0-24 Uhr),0:00-24:00,Emma-Ihrer-Str. hinter ggü. 39 ,10317,Deutschland,13.4786084171703,52.4975044587666,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
195,Wall_123031,"Wall CT, Auguste-Viktoria-Allee",Berlin,Auguste-Viktoria-Allee ggü. 88 (0-24 Uhr),0:00-24:00,Auguste-Viktoria-Allee ggü. 88 ,13403,Deutschland,13.3238639955806,52.5700993571902,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
152,Wall_122529,"Wall CT, Ludwigkirchplatz",Berlin,Ludwigkirchplatz 12 (0-24 Uhr),0:00-24:00,Ludwigkirchplatz 12 ,10719,Deutschland,13.3223900106436,52.4971413116517,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
65,Wall_120212,"Wall CT, Marienfelder Allee",Berlin,Marienfelder Allee 144-146 (0-24 Uhr),0:00-24:00,Marienfelder Allee 144-146 ,12277,Deutschland,13.3631543938859,52.4134984395888,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
66,Wall_120213,"Wall CT, Friedrichstr.",Berlin,Friedrichstr. ggü. 10-11 (0-24 Uhr),0:00-24:00,Friedrichstr. ggü. 10-11 ,10969,Deutschland,13.391234,52.501269,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
247,Wall_123795,"Wall CT, Fasanerie",Berlin,Fasanerie 4-5 (0-24 Uhr),0:00-24:00,Fasanerie 4-5 ,13469,Deutschland,13.3647160616319,52.6074480821728,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
67,Wall_120214,"Wall CT, Im Domstift",Berlin,Im Domstift   (0-24 Uhr),0:00-24:00,Im Domstift   ,12309,Deutschland,13.4101617301817,52.3877787779863,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
71,Wall_120223,"Wall CT, Hugenottenplatz, Schweizer Tal",Berlin,"Hugenottenplatz, Schweizer Tal ggü. 48 (0-24 Uhr)",0:00-24:00,"Hugenottenplatz, Schweizer Tal ggü. 48 ",13127,Deutschland,13.4205648128286,52.6071445264468,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,No,15,
181,Wall_122817,"Wall CT, Röblingstr.",Berlin,Röblingstr. 161 (0-24 Uhr),0:00-24:00,Röblingstr. 161 ,12105,Deutschland,13.3665367675903,52.4498735995252,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,No,15,
180,Wall_122816,"Wall CT, Stübbenstr.",Berlin,Stübbenstr.   (0-24 Uhr),0:00-24:00,Stübbenstr.   ,10779,Deutschland,13.3379572238377,52.4884851121927,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
199,Wall_123175,"Wall CT, Am Schlachtensee",Berlin,Am Schlachtensee (0-24 Uhr),0:00-24:00,Am Schlachtensee ,14129,Deutschland,13.2144458755228,52.4401584741876,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
160,Wall_122579,"Wall CT, Leopoldplatz, Müllerstr.",Berlin,"Leopoldplatz, Müllerstr. ggü. 150 (0-24 Uhr)",0:00-24:00,"Leopoldplatz, Müllerstr. ggü. 150 ",13347,Deutschland,13.3586066,52.5470043,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
281,Wall_124615,"Wall CT, Sportforum, Weißenseer Weg",Berlin,"Sportforum, Weißenseer Weg vor 53 (0-24 Uhr)",0:00-24:00,"Sportforum, Weißenseer Weg vor 53 ",13053,Deutschland,13.4723838740929,52.5378742065812,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
157,Wall_122574,"Wall CT, Museumsinsel, Am Lustgarten",Berlin,"Museumsinsel, Am Lustgarten   (0-24 Uhr)",0:00-24:00,"Museumsinsel, Am Lustgarten   ",10178,Deutschland,13.3998980761,52.5194673259,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
282,Wall_124630,"Wall CT, Crellemarkt, Großgörschenstr.",Berlin,"Crellemarkt, Großgörschenstr. ggü. 31 (0-24 Uhr)",0:00-24:00,"Crellemarkt, Großgörschenstr. ggü. 31 ",10827,Deutschland,13.3658619399184,52.4913189204374,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
141,Wall_121947,"Wall CT, Briesingstr.",Berlin,Briesingstr. ggü. 1 (0-24 Uhr),0:00-24:00,Briesingstr. ggü. 1 ,12307,Deutschland,13.3984986623649,52.3865178510777,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
133,Wall_121095,"Wall CT, Arnswalder Platz, Bötzowstr.",Berlin,"Arnswalder Platz, Bötzowstr. ggü. 51 (0-24 Uhr)",0:00-24:00,"Arnswalder Platz, Bötzowstr. ggü. 51 ",10407,Deutschland,13.4371079873968,52.5335952903103,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
132,Wall_121094,"Wall CT, Am Falkplatz",Berlin,Am Falkplatz ggü. 5 (0-24 Uhr),0:00-24:00,Am Falkplatz ggü. 5 ,10437,Deutschland,13.4054260825,52.5467650349,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
127,Wall_121089,"Wall CT, Berliner Allee",Berlin,Berliner Allee ggü. 160 (0-24 Uhr),0:00-24:00,Berliner Allee ggü. 160 ,13086,Deutschland,13.4662555638586,52.5526148501705,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
123,Wall_120943,"Wall CT, Metzer Platz",Berlin,Metzer Platz ggü. 118 (0-24 Uhr),0:00-24:00,Metzer Platz ggü. 118 ,13595,Deutschland,13.1970124316781,52.5244093736923,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
201,Wall_123312,"Wall CT, Osloer Str.",Berlin,Osloer Str.   (0-24 Uhr),0:00-24:00,Osloer Str.   ,13359,Deutschland,13.3722521965853,52.557039819952,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
418,Fremd_170,"Toilette Bürgerhaus Altglienicke Ortolfstr. 182-184, 12524 Berlin",Berlin,"Bürgerhaus Altglienicke Ortolfstr. 182-184, 12524 Berlin",,"Bürgerhaus Altglienicke Ortolfstr. 182-184, 12524 Berlin",12524,Deutschland,13.5285371046408,52.4031933809009,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,14,
422,Fremd_174,"Toilette Rathaus Alt - Köpenick 21,12555 Berlin",Berlin,"Rathaus Alt - Köpenick 21,12555 Berlin",,"Rathaus Alt - Köpenick 21,12555 Berlin",12555,Deutschland,13.5748506027751,52.4457534249883,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,14,
56,Wall_120192,"Wall CT, Warschauer Str.",Berlin,Warschauer Str. ggü. 33 (0-24 Uhr),0:00-24:00,Warschauer Str. ggü. 33 ,10243,Deutschland,13.4506315673,52.5076197422,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
437,Fremd_7,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,,Tempelhofer Feld,12101,Deutschland,13.38677,52.4713,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,14,
200,Wall_123176,"Wall CT, Mühlenstr.",Berlin,Mühlenstr. ggü. 65 (0-24 Uhr),0:00-24:00,Mühlenstr. ggü. 65 ,12249,Deutschland,13.3477631316314,52.4321597279235,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
368,Fremd_124,Toilette Landschaftspark Herzberge,Berlin,Landschaftspark Herzberge,,Landschaftspark Herzberge,10315,Deutschland,13.5082753870296,52.5217602324643,No,Yes,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,14,
318,Wall_5353,Toilette Konstanzer Str.,Berlin,"Preußenpark , Brandenburgische Str. (7-22 Uhr)",7:00-22:00,"Preußenpark , Brandenburgische Str. ",10707,Deutschland,13.310916,52.493104,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,14,
253,Wall_123903,"Wall CT, Stuttgarter Platz",Berlin,Stuttgarter Platz ggü. 15 (0-24 Uhr),0:00-24:00,Stuttgarter Platz ggü. 15 ,10627,Deutschland,13.3015037506634,52.5051426657702,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
251,Wall_123874,"Wall CT, Hansaplatz, Altonaer Str.",Berlin,"Hansaplatz, Altonaer Str. ggü. 20-22 (0-24 Uhr)",0:00-24:00,"Hansaplatz, Altonaer Str. ggü. 20-22 ",10557,Deutschland,13.3405823087579,52.518103395511,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
297,Wall_5329,Toilette Osnabrücker Str.,Berlin,Mierendorffplatz (7-22 Uhr),7:00-22:00,Mierendorffplatz ,10589,Deutschland,13.3043888888889,52.5255277777778,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,14,
231,Wall_123499,"Wall CT, Kranoldplatz, Bendastr.",Berlin,"Kranoldplatz, Bendastr.   (0-24 Uhr)",0:00-24:00,"Kranoldplatz, Bendastr.   ",12051,Deutschland,13.4368558397,52.4661676648,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
228,Wall_123496,"Wall CT, Dominicusstr.",Berlin,Dominicusstr. 16-18 (0-24 Uhr),0:00-24:00,Dominicusstr. 16-18 ,10825,Deutschland,13.3467060287756,52.4824081883314,Yes,Yes,"0,50",Yes,Yes,Yes,No/Unknown,Berliner Toilette,Yes,14,
222,Wall_123487,"Wall CT, Schöneberger Str.",Berlin,Schöneberger Str. ggü. 21A-22 (0-24 Uhr),0:00-24:00,Schöneberger Str. ggü. 21A-22 ,10963,Deutschland,13.3778775491614,52.5025959448193,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
312,Wall_5346,Toilette Obstallee,Berlin,Magistratsweg 8a (0-24 Uhr),0:00-24:00,Magistratsweg 8a ,13593,Deutschland,13.1631666666667,52.52125,Yes,Yes,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,14,
226,Wall_123493,"Wall CT, Petersburger Platz, Straßmannstr.",Berlin,"Petersburger Platz, Straßmannstr. ggü. 21 (0-24 Uhr)",0:00-24:00,"Petersburger Platz, Straßmannstr. ggü. 21 ",10249,Deutschland,13.4499501599053,52.5220686957113,Yes,Yes,"0,50",Yes,Yes,Yes,Yes,Berliner Toilette,Yes,14,
269,Wall_124366,"Wall CT, Ratsgasse (Marktplatz-Fußgängerzone)",Berlin,Ratsgasse (Marktplatz-Fußgängerzone)   (0-24 Uhr),0:00-24:00,Ratsgasse ,16727,Deutschland,13.17765,52.68761,Yes,Yes,"0,50",Yes,No,No,No/Unknown,City Toilette,No,13,
335,Wall_5371,Toilette Uferweg (Große Badewiese) (ex. Große Badewiese/Waldschluchtpfad),Berlin,verlängerter Waldschluchtpfad (0-24 Uhr),0:00-24:00,verlängerter Waldschluchtpfad ,14089,Deutschland,13.1815555555556,52.4698333333333,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
385,Fremd_140,Toilette Mauerpark(Erweiterung),Berlin,Mauerpark(Erweiterung),,Mauerpark,13355 ,Deutschland,13.4011410356316,52.5440106203007,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
316,Wall_5350,Toilette Oswald-Schumann-Platz (Tiergarten),Berlin,Altonaer Str. (0-24 Uhr),0:00-24:00,Altonaer Str. ,10557,Deutschland,13.3452222222222,52.5155555555556,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
371,Fremd_127,Toilette Kleiner Tiergarten | Stromstraße,Berlin,Kleiner Tiergarten | Stromstraße,,Kleiner Tiergarten | Stromstraße,10551 ,Deutschland,13.34312,52.52585,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
376,Fremd_131,Toilette Friedhof Columbiadamm - Columbiadamm 122,Berlin,Friedhof Columbiadamm - Columbiadamm 122,,Friedhof Columbiadamm - Columbiadamm 122,10965 ,Deutschland,13.4084580865748,52.4803627550213,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
384,Fremd_139,Toilette Kiosk im Nordpark,Berlin,Kiosk im Nordpark,,Kiosk im Nordpark,12355 ,Deutschland,13.5062657600599,52.4052645026022,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
95,Wall_12051,Toilette Bernauer Str. (DLRG-Rettungsstelle/Badestelle/Fähre) (ex. Bernauer Str. an der Badestelle (Reiswerder)),Berlin,Zufahrt Insel Reiswerder  (0-24 Uhr),0:00-24:00,Zufahrt Insel Reiswerder  ,13629,Deutschland,13.2565555555556,52.5681388888889,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
388,Fremd_143,Toilette Familienfarm Lübars,Berlin,Familienfarm Lübars,,Familienfarm Lübars,13469,Deutschland,13.3675406354712,52.60806631731,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
309,Wall_5343,Toilette Residenzstr.,Berlin,"Schäfersee , Am Schäfersee ggü. 1 (7-22 Uhr)",7:00-22:00,"Schäfersee , Am Schäfersee ggü. 1 ",13407,Deutschland,13.3638055555556,52.5641666666667,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
361,Fremd_118,Toilette Friedhof Heerstraße (Eingangsbereich Insterburgallee),Berlin,Friedhof Heerstraße (Eingangsbereich Insterburgallee),,Friedhof Heerstraße ,14053 ,Deutschland,13.253641,52.512298,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
1,Wall_112911,Toilette Uferweg ,Berlin,"Schlachtensee , Am Schlachtensee ggü. 145  (0-24 Uhr)",0:00-24:00,"Schlachtensee , Am Schlachtensee ggü. 145  ",14129,Deutschland,13.1992287644287,52.4365068880875,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
403,Fremd_157,"Toilette Pächter der Gewerbeeinheit - (Perelsplatz 1, 12159 Berlin) während der Öffnungszeiten",Berlin,"Pächter der Gewerbeeinheit - (Perelsplatz 1, 12159 Berlin) während der Öffnungszeiten",,Pächter der Gewerbeeinheit - ,12159,Deutschland,13.3351537042024,52.475975546113,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
409,Fremd_162,"Toilette Pächter der Gewerbeeinheit -  (Alt-Tempelhof 21,  12103 Berlin) während der Öffnungszeiten",Berlin,"Pächter der Gewerbeeinheit -  (Alt-Tempelhof 21,  12103 Berlin) während der Öffnungszeiten",,Pächter der Gewerbeeinheit -  ,12103,Deutschland,13.3852609888443,52.4660014651421,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
419,Fremd_171,"Toilette Friedh. Oberschöneweide, Verlängerte Rathenaustr. 131 a, 12459 Berlin",Berlin,"Friedh. Oberschöneweide, Verlängerte Rathenaustr. 131 a, 12459 Berlin",,"Friedh. Oberschöneweide, Verlängerte Rathenaustr. 131 a, 12459 Berlin",12459,Deutschland,13.53482,52.46336,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
445,SANIFAIR_6,"SANIFAIR, Grunewald West A115",Berlin,"Kronprinzessinnenweg 120 (11-21 Uhr)
",11:00-21:00,Kronprinzessinnenweg 120 ,14129,Deutschland,13.19102618,52.43434154,No,Yes,0.5,Yes,No,No,Yes,Toilette nicht von Wall,Yes,12,
364,Fremd_120,Toilette Friedhof Schmargendorf,Berlin,Friedhof Schmargendorf,,Friedhof Schmargendorf,14199 ,Deutschland,13.292135,52.473386,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
454,RAIL_8,"
rail & fresh WC Berlin Haupbahnhof",Berlin,Europaplatz 1 (0-24 Uhr),0:00-24:00,Europaplatz 1 ,10557,Deutschland,13.36846833,52.5256898,No,Yes,0.5,Yes,No,Yes,Yes,Toilette nicht von Wall,Yes,12,
349,Wall_5388,Toilette Wasserrettungsstation Heckeshorn/Großer Wannsee,Berlin,"Heckeshorn , Uferweg (0-24 Uhr)",0:00-24:00,"Heckeshorn , Uferweg ",14109,Deutschland,13.1650555555556,52.4348055555555,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
358,Fremd_10,Toilette Tempelhofer Feld,Berlin,Tempelhofer Feld,,Tempelhofer Feld,10965,Deutschland,13.40874,52.4793,No,No,"0,00",No,No,No,No/Unknown,Toilette nicht von Wall,No,12,
344,Wall_5383,Toilette (Wanderwegekreuzung mit Umgehungschaussee) (ex.Grunewaldsee Ost),Berlin,Grunewaldsee-Ostufer (0-24 Uhr),0:00-24:00,Grunewaldsee-Ostufer ,14193,Deutschland,13.2661111111111,52.4718055555556,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
354,Wall_5393,Toilette Schönhauser Allee,Berlin,"Senefelderplatz , Metzer Str. (0-24 Uhr)",0:00-24:00,"Senefelderplatz , Metzer Str. ",10119,Deutschland,13.4128888888889,52.5324444444444,Yes,No,"0,00",No,No,No,No/Unknown,Café Achteck,No,12,
334,Wall_5370,Toilette Revierförsterei Tegelsee/Parkplatz (ex. Revierförsterei Tegel Schwarzer Weg),Berlin,Schwarzer Weg 71 (0-24 Uhr),0:00-24:00,Schwarzer Weg 71 ,13505,Deutschland,13.2538055555556,52.5853888888889,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
353,Wall_5392,Toilette Paul-Ernst-Park (Schlachtensee),Berlin,"Schlachtensee , Am Schlachtensee (0-24 Uhr)",0:00-24:00,"Schlachtensee , Am Schlachtensee ",14129,Deutschland,13.2154722222222,52.4407777777778,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
341,Wall_5379,Toilette Spreeweg (Tiergarten Spielplatz) (ex. Tiergarten Spielplatz),Berlin,"Großer Tiergarten , Bellevueallee (0-24 Uhr)",0:00-24:00,"Großer Tiergarten , Bellevueallee ",10557,Deutschland,13.3566388888889,52.5163333333333,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
348,Wall_5387,Toilette Parkplatz Große Steinlake,Berlin,Havelchaussee (0-24 Uhr),0:00-24:00,Havelchaussee ,14109,Deutschland,13.1898888888889,52.4545833333333,Yes,No,"0,00",No,No,No,No/Unknown,weitere ÖTs (z.B. Sanitärcontainer),No,12,
